"Site","Date","Tube","scientificName","Count"
"Biva",2019-05-11,1,"Periplaneta americana",1
"Biva",2019-04-07,1,"Draeculacephala inscripta",1
"Biva",2019-04-07,1,"Chauliodes rastricornis",3
"Bowa",2019-05-11,2,"Callistethus marginatus",1
"Bowa",2019-05-11,2,"Chauliodes rastricornis",1
"Bowa",2019-05-11,2,"Prosapia bicincta",14
"Bowa",2019-05-11,2,"Plecia nearctica",3
"Bowa",2019-05-11,2,"Phileurus valgus",2
"Auca",2019-05-11,1,"Corydalus cornutus",1
"Auca",2019-05-11,1,"Prosapia bicincta",4
"Auca",2019-05-11,1,"Plecia nearctica",2
"Bowa",2019-04-14,1,"None",1
"Rist",2019-05-04,1,"Camponotus castaneus",8
"Rist",2019-05-04,1,"Chauliodes rastricornis",1
"Auca",2019-06-02,2,"Corydalus cornutus",2
"Auca",2019-06-02,2,"Callistethus marginatus",4
"Auca",2019-06-02,3,"Corydalus cornutus",1
"Auca",2019-06-02,3,"Prosapia bicincta",6
"Auca",2019-06-02,3,"Callistethus marginatus",11
"Auca",2019-06-02,3,"Prionus pocularis",1
"Prcr",2019-06-02,1,"Prosapia bicincta",3
"Auca",2019-06-08,2,"Callistethus marginatus",32
"Auca",2019-06-22,6,"Callistethus marginatus",3
"Auca",2019-06-22,6,"Prosapia bicincta",1
"Auca",2019-06-08,3,"Callistethus marginatus",10
"Auca",2019-06-08,3,"Prosapia bicincta",1
"Auca",2019-06-08,3,"Draeculacephala inscripta",3
"Auca",2019-06-08,3,"Anomala innuba",2
"Prcr",2019-06-02,4,"Cybister fimbriolatus",1
"Prcr",2019-06-02,4,"Callistethus marginatus",11
"Prcr",2019-06-02,4,"Prosapia bicincta",14
"Prcr",2019-06-02,4,"Acanalonia servillei",1
"Joma",2019-05-11,1,"Plecia nearctica",4
"Joma",2019-05-11,1,"Prosapia bicincta",3
"Joma",2019-05-11,1,"Hydaticus bimarginatus",2
"Joma",2019-05-11,1,"Chauliodes rastricornis",3
"Cofr",2019-06-15,2,"Cybister fimbriolatus",5
"Cofr",2019-06-15,2,"Callistethus marginatus",1
"Cofr",2019-06-15,2,"Hydaticus bimarginatus",72
"Cofr",2019-06-15,2,"Hydaticus bimarginatus",27
"Joma",2019-10-05,1,"Hydaticus bimarginatus",1
"Joma",2019-10-05,1,"Prosapia bicincta",3
"Joma",2019-05-22,1,"Blattella asahinai",1
"Joma",2019-05-22,1,"Chauliodes rastricornis",2
"Rist",2019-06-22,1,"Chauliodes rastricornis",1
"Rist",2019-06-22,1,"Draeculacephala inscripta",12
"Joma",2019-10-20,1,"Lethocerus uhleri",2
"Biva",2019-06-08,1,"Callistethus marginatus",3
"Rist",2019-03-16,1,"Anomala innuba",8
"Auca",2019-06-08,1,"Anomala innuba",2
"Auca",2019-06-08,1,"Callistethus marginatus",15
"Auca",2019-06-08,1,"Corydalus cornutus",1
"Bowa",2019-05-04,1,"Prosapia bicincta",1
"Bowa",2019-05-04,1,"Chauliodes rastricornis",1
"Bowa",2019-05-04,1,"Plecia nearctica",1
"Bowa",2019-05-04,1,"Prosapia bicincta",1
"Bowa",2019-05-04,1,"Necrophila americana",2
"Biva",2019-05-11,2,"Prosapia bicincta",1
"Prcr",2019-04-14,2,"None",1
"Prcr",2019-05-22,2,"Prosapia bicincta",4
"Prcr",2019-05-22,2,"Callistethus marginatus",7
"Prcr",2019-05-22,2,"Prionus imbricornis",2
"Cofr",2019-04-28,1,"None",1
"Joma",2019-05-04,1,"Anomala innuba",1
"Joma",2019-05-04,1,"Hydaticus bimarginatus",1
"Joma",2019-05-04,1,"Camponotus castaneus",1
"Prcr",2019-05-22,3,"Hydaticus bimarginatus",2
"Prcr",2019-05-22,3,"Callistethus marginatus",4
"Prcr",2019-05-22,3,"Prosapia bicincta",3
"Cofr",2019-05-04,1,"None",1
"Baca",2019-05-04,1,"None",1
"Auca",2019-06-22,2,"Callistethus marginatus",11
"Auca",2019-06-22,2,"Lethocerus uhleri",1
"Auca",2019-06-22,2,"Corydalus cornutus",1
"Auca",2019-06-22,2,"Dichotomius carolinus",1
"Biva",2019-05-11,2,"Prosapia bicincta",1
"Prcr",2019-06-08,3,"Callistethus marginatus",9
"Prcr",2019-06-08,3,"Chauliodes rastricornis",1
"Prcr",2019-06-08,3,"Hydaticus bimarginatus",1
"Joma",2019-06-15,1,"Chauliodes rastricornis",1
"Joma",2019-06-15,1,"Hydaticus bimarginatus",6
"Bowa",2019-06-22,3,"Callistethus marginatus",1
"Bowa",2019-06-22,3,"Chauliodes rastricornis",1
"Bowa",2019-06-22,3,"Pelidnota punctata",1
"Biva",2019-06-22,1,"Chauliodes rastricornis",1
"Bowa",2019-06-22,2,"Lethocerus uhleri",1
"Bowa",2019-06-22,2,"Prionus imbricornis",1
"Bowa",2019-06-22,2,"Pelidnota punctata",2
"Bowa",2019-06-22,2,"Prionus pocularis",1
"Bowa",2019-06-22,2,"Callistethus marginatus",1
"Auca",2019-06-22,5,"Callistethus marginatus",17
"Auca",2019-06-22,5,"Cybister fimbriolatus",1
"Auca",2019-06-02,1,"Callistethus marginatus",5
"Auca",2019-06-02,1,"Hydaticus bimarginatus",1
"Auca",2019-06-02,1,"Prosapia bicincta",6
"Rist",2019-06-02,1,"Callistethus marginatus",2
"Rist",2019-06-02,1,"Hydaticus bimarginatus",1
"Rist",2019-06-02,1,"Prosapia bicincta",3
"Rist",2019-06-02,1,"Draeculacephala inscripta",7
"Auca",2019-06-15,2,"Callistethus marginatus",6
"Auca",2019-06-15,2,"Prosapia bicincta",2
"Auca",2019-06-15,2,"Hydaticus bimarginatus",7
"Auca",2019-06-15,2,"Cybister fimbriolatus",1
"Bowa",2019-06-22,1,"Prosapia bicincta",1
"Demi",2019-06-15,1,"Prionus imbricornis",1
"Demi",2019-06-15,1,"Chauliodes rastricornis",1
"Demi",2019-06-15,1,"Hydaticus bimarginatus",15
"Demi",2019-06-15,1,"Pelidnota punctata",2
"Demi",2019-06-15,1,"Necrophila americana",1
"Prcr",2019-05-11,1,"Chauliodes rastricornis",1
"Prcr",2019-05-11,1,"Necrophila americana",2
"Prcr",2019-05-11,1,"Prosapia bicincta",1
"Bowa",2019-05-04,1,"Prosapia bicincta",1
"Cofr",2019-05-04,1,"None",0
"Prcr",2019-05-22,3,"Callistethus marginatus",4
"Prcr",2019-05-22,3,"Prosapia bicincta",4
"Prcr",2019-05-22,3,"Hydaticus bimarginatus",3
"Prcr",2019-05-22,3,"Anomala innuba",1
"Prcr",2019-05-22,3,"Camponotus floridanus",2
"Prcr",2019-05-22,3,"Draeculacephala inscripta",1
"Prcr",2019-05-22,3,"Tylozygus bifidus",1
"Cofr",2019-04-28,1,"None",0
"Auca",2019-06-08,1,"Corydalus cornutus",1
"Auca",2019-06-08,1,"Harmonia axyridis",1
"Auca",2019-06-08,1,"Callistethus marginatus",15
"Auca",2019-06-08,1,"Anomala innuba",2
"Prcr",2019-05-22,2,"Draeculacephala inscripta",1
"Prcr",2019-05-22,2,"Callistethus marginatus",7
"Prcr",2019-05-22,2,"Prosapia bicincta",4
"Prcr",2019-05-22,2,"Camponotus floridanus",1
"Prcr",2019-05-22,2,"Prionus imbricornis",2
"Rist",2019-05-22,1,"Anomala innuba",13
"Prcr",2019-04-14,2,"Camponotus floridanus",1
"Prcr",2019-06-29,1,"Camponotus floridanus",1
"Prcr",2019-06-29,1,"Callistethus marginatus",1
"Biva",2019-06-29,1,"Chauliodes rastricornis",1
"Biva",2019-06-29,1,"Hydaticus bimarginatus",1
"Biva",2019-06-29,1,"Camponotus floridanus",2
"Auca",2020-01-25,1,"Stilpnochlora couliana",2
"Biva",2019-10-20,1,"Lethocerus uhleri",1
"Rist",2019-10-20,1,"Prosapia bicincta",2
"Rist",2019-10-20,1,"Alcaeorrhynchus grandis",1
"Rist",2019-10-20,1,"Neoscapteriscus borellii",1
"Prcr",2019-10-12,1,"Hydaticus bimarginatus",2
"Auca",2019-10-05,1,"None",1
"Rist",2019-11-02,1,"Chauliodes rastricornis",1
"Bowa",2019-08-02,1,"Hydaticus bimarginatus",1
"Bowa",2019-08-02,1,"Prosapia bicincta",3
"Prcr",2019-08-31,1,"Hydaticus bimarginatus",1
"Prcr",2019-08-31,1,"Prosapia bicincta",1
"Bowa",2019-09-29,1,"Prosapia bicincta",1
"Bowa",2019-10-20,1,"None",1
"Rist",2020-02-01,1,"Chauliodes rastricornis",1
"Auca",2020-01-25,2,"Chauliodes rastricornis",2
"Biva",2019-10-05,1,"Chauliodes rastricornis",2
"Biva",2019-10-05,1,"Hydaticus bimarginatus",1
"Bowa",2019-09-12,1,"Plecia nearctica",8
"Baca",2019-10-05,1,"Harmonia axyridis",1
"Rist",2019-09-28,1,"Chauliodes rastricornis",1
"Prcr",2019-10-26,1,"Chauliodes rastricornis",1
"Auca",2019-10-26,1,"Stilpnochlora couliana",1
"Auca",2019-10-26,1,"Prosapia bicincta",1
"Biva",2019-09-28,1,"None",1
"Demi",2020-02-28,1,"None",1
"Baca",2020-02-28,1,"None",1
"Demi",2020-02-15,1,"None",1
"Joma",2020-02-09,1,"None",1
"Biva",2020-01-25,1,"None",1
"Biva",2020-02-15,1,"None",1
"Bowa",2020-02-28,1,"None",1
"Rist",2020-02-15,1,"None",1
"Prcr",2019-09-07,1,"None",1
"Demi",2020-02-14,1,"None",1
"Joma",2019-11-02,1,"None",1
"Cofr",2020-02-28,1,"None",1
"Baca",2019-10-26,1,"None",1
"Biva",2020-01-18,1,"None",1
"Cofr",2020-01-11,1,"None",1
"Cofr",2019-10-26,1,"None",1
"Cofr",2020-02-09,1,"None",1
"Prcr",2020-02-04,1,"None",1
"Auca",2019-11-16,1,"Camponotus floridanus",1
"Demi",2020-01-11,1,"Chauliodes rastricornis",1
"Bowa",2020-01-25,1,"Chauliodes rastricornis",1
"Biva",2019-09-21,1,"Hydaticus bimarginatus",4
"Biva",2019-09-21,1,"Plecia nearctica",5
"Auca",2019-09-29,1,"Neoscapteriscus borellii",1
"Auca",2019-09-29,1,"Hydrophlus ovatus",1
"Prcr",2020-02-01,1,"None",1
"Biva",2020-02-01,1,"None",1
"Cofr",2020-02-01,1,"None",1
"Auca",2020-02-01,1,"None",1
"Biva",2019-11-12,1,"None",1
"Bowa",2020-02-01,1,"None",1
"Baca",2019-11-03,1,"None",1
"Baca",2019-09-24,1,"Camponotus floridanus",1
"Bowa",2020-01-11,1,"None",1
"Biva",2020-01-11,1,"Lytta polita",1
"Auca",2019-11-02,1,"None",1
"Joma",2019-11-16,1,"None",1
"Rist",2020-02-28,1,"None",1
"Rist",2019-10-26,1,"Chauliodes rastricornis",3
"Baca",2019-10-12,1,"None",1
"Prcr",2019-10-15,1,"Chauliodes rastricornis",2
"Prcr",2019-10-15,1,"Hydaticus bimarginatus",4
"Rist",2019-09-28,1,"Hydaticus bimarginatus",1
"Rist",2019-09-28,1,"Megalodacne fasciata",1
"Auca",2019-09-28,1,"Prosapia bicincta",1
"Demi",2019-09-12,1,"Plecia nearctica",3
"Baca",2019-09-11,1,"None",1
"Auca",2019-08-21,1,"Prosapia bicincta",4
"Auca",2019-08-21,1,"Hydaticus bimarginatus",2
"Auca",2019-08-21,1,"Blattella asahinai",1
"Prcr",2019-09-28,1,"None",1
"Bowa",2019-09-07,1,"Lytta polita",1
"Bowa",2019-09-07,1,"Plecia nearctica",3
"Bowa",2019-09-07,1,"Hydaticus bimarginatus",4
"Biva",2019-08-29,1,"Prosapia bicincta",4
"Auca",2020-02-28,1,"None",1
"Prcr",2020-02-28,1,"None",1
"Baca",2020-01-25,1,"None",1
"Prcr",2020-01-25,2,"Chauliodes rastricornis",1
"Cofr",2020-01-18,1,"None",1
"Bowa",2019-11-02,1,"None",1
"Joma",2020-01-18,1,"None",1
"Demi",2019-12-08,1,"None",1
"Cofr",2019-11-02,1,"None",1
"Joma",2020-02-28,1,"None",1
"Baca",2019-11-23,1,"None",1
"Bowa",2020-01-18,1,"None",1
"Prcr",2019-11-16,1,"None",1
"Cofr",2019-10-12,1,"Hydaticus bimarginatus",1
"Prcr",2019-11-02,1,"None",1
"Prcr",2019-10-20,1,"Neoscapteriscus borellii",1
"Demi",2020-01-25,1,"None",1
"Biva",2019-10-26,1,"None",1
"Bowa",2020-01-18,1,"None",1
"Biva",2019-09-12,1,"Plecia nearctica",6
"Biva",2019-09-12,1,"Prosapia bicincta",1
"Auca",2019-09-21,1,"Chauliodes rastricornis",1
"Auca",2019-09-21,1,"Plecia nearctica",4
"Bowa",2019-10-05,1,"None",1
"Auca",2019-09-07,1,"Dichotomius carolinus",1
"Auca",2019-09-07,1,"Prosapia bicincta",5
"Rist",2019-03-24,1,"Anomala innuba",3
"Prcr",2019-06-22,3,"Hydaticus bimarginatus",1
"Prcr",2019-06-22,3,"Prosapia bicincta",1
"Cofr",2019-06-29,2,"None",1
"Joma",2019-06-22,1,"Hydaticus bimarginatus",3
"Joma",2019-06-22,1,"Cybister fimbriolatus",1
"Joma",2019-06-22,1,"Hydrophlus ovatus",1
"Joma",2019-06-22,1,"Acanalonia servillei",1
"Rist",2019-06-08,2,"Acanalonia servillei",2
"Rist",2019-06-08,2,"Callistethus marginatus",1
"Rist",2019-06-08,2,"Draeculacephala inscripta",4
"Cofr",2019-06-22,3,"Chauliodes rastricornis",2
"Cofr",2019-06-22,3,"Hydaticus bimarginatus",2
"Rist",2019-06-08,3,"Callistethus marginatus",1
"Rist",2019-06-08,3,"Prosapia bicincta",1
"Rist",2019-06-08,3,"Acanalonia servillei",1
"Cofr",2019-06-22,1,"Cybister fimbriolatus",1
"Cofr",2019-06-22,1,"Callistethus marginatus",2
"Cofr",2019-06-22,1,"Hydaticus bimarginatus",4
"Baca",2019-06-15,1,"Callistethus marginatus",3
"Baca",2019-06-15,1,"Hydaticus bimarginatus",20
"Baca",2019-06-15,1,"Acanalonia servillei",1
"Cofr",2019-08-24,1,"Callistethus marginatus",1
"Cofr",2019-08-24,1,"Hydaticus bimarginatus",1
"Baca",2019-06-22,1,"Callistethus marginatus",4
"Baca",2019-06-22,1,"Lethocerus uhleri",1
"Baca",2019-06-22,1,"Prionus pocularis",1
"Joma",2019-06-02,2,"Chauliodes rastricornis",1
"Joma",2019-06-02,2,"Callistethus marginatus",3
"Biva",2019-06-29,1,"Corydalus cornutus",1
"Biva",2019-06-29,1,"Prosapia bicincta",1
"Auca",2019-06-22,3,"Cybister fimbriolatus",3
"Auca",2019-06-22,3,"Callistethus marginatus",8
"Auca",2019-06-22,3,"Hydaticus bimarginatus",1
"Rist",2019-06-29,1,"Prionus pocularis",1
"Rist",2019-06-29,1,"Chauliodes rastricornis",3
"Rist",2019-06-29,1,"Prosapia bicincta",2
"Rist",2019-06-29,1,"Acanalonia servillei",1
"Baca",2019-06-22,2,"Callistethus marginatus",3
"Baca",2019-06-22,2,"Hydaticus bimarginatus",5
"Bowa",2019-06-15,2,"Cybister fimbriolatus",1
"Bowa",2019-06-15,1,"Hydaticus bimarginatus",4
"Bowa",2019-06-15,1,"Prosapia bicincta",1
"Prcr",2019-06-22,1,"Cybister fimbriolatus",2
"Prcr",2019-06-22,1,"Hydrophlus ovatus",1
"Prcr",2019-06-22,1,"Prosapia bicincta",1
"Prcr",2019-06-22,1,"Odontotaenuius disjunctus",1
"Cofr",2019-06-29,1,"Camponotus castaneus",1
"Cofr",2019-06-29,1,"Chauliodes rastricornis",1
"Cofr",2019-06-29,1,"Callistethus marginatus",1
"Rist",2019-06-15,1,"Callistethus marginatus",1
"Rist",2019-06-15,1,"Draeculacephala inscripta",19
"Rist",2019-06-15,1,"Prosapia bicincta",1
"Rist",2019-06-15,1,"Hydaticus bimarginatus",1
"Rist",2019-06-15,1,"Chauliodes rastricornis",1
"Auca",2019-03-16,1,"None",1
"Bowa",2019-03-10,1,"None",1
"Demi",2019-07-06,1,"Cybister fimbriolatus",1
"Demi",2019-07-06,1,"Lethocerus uhleri",2
"Demi",2019-04-07,1,"Chauliodes rastricornis",1
"Demi",2019-04-07,1,"Hydaticus bimarginatus",1
"Auca",2019-07-06,5,"Cybister fimbriolatus",1
"Auca",2019-07-06,5,"Hydaticus bimarginatus",4
"Auca",2019-07-06,5,"Callistethus marginatus",1
"Cofr",2019-03-11,1,"Callistethus marginatus",3
"Cofr",2019-03-11,1,"Prosapia bicincta",7
"Cofr",2019-03-11,1,"Plecia nearctica",1
"Cofr",2019-03-11,1,"Prionus imbricornis",2
"Joma",2019-07-13,1,"Hydaticus bimarginatus",9
"Joma",2019-07-13,1,"Callistethus marginatus",1
"Joma",2019-07-13,1,"Harmonia axyridis",1
"Prcr",2019-06-15,1,"Prosapia bicincta",5
"Prcr",2019-06-15,1,"Hydaticus bimarginatus",8
"Prcr",2019-06-15,1,"Draeculacephala inscripta",1
"Baca",2019-03-11,1,"Pelidnota punctata",1
"Baca",2019-03-11,1,"Anomala innuba",1
"Biva",2019-04-28,1,"None",1
"Bowa",2019-04-21,1,"None",1
"Baca",2019-05-22,1,"Callistethus marginatus",1
"Baca",2019-05-22,1,"Hydaticus bimarginatus",1
"Baca",2019-05-22,1,"Anomala innuba",1
"Demi",2019-06-29,2,"None",1
"Prcr",2019-06-08,2,"Draeculacephala inscripta",2
"Prcr",2019-06-08,2,"Acanalonia servillei",1
"Prcr",2019-06-08,2,"Callistethus marginatus",1
"Prcr",2019-06-08,2,"Prosapia bicincta",1
"Demi",2019-06-29,1,"Prionus pocularis",1
"Auca",2019-06-02,6,"Callistethus marginatus",21
"Auca",2019-06-02,6,"Prosapia bicincta",10
"Auca",2019-06-02,6,"Hydaticus bimarginatus",3
"Auca",2019-06-02,6,"Anomala innuba",1
"Auca",2019-06-02,6,"Necrophila americana",1
"Auca",2019-06-02,6,"Neoscapteriscus borellii",3
"Joma",2019-06-29,1,"Phileurus truncatus",1
"Joma",2019-06-29,1,"Chauliodes rastricornis",3
"Joma",2019-06-29,1,"Pelidnota punctata",1
"Joma",2019-06-29,1,"Camponotus castaneus",1
"Joma",2019-06-29,1,"Acanalonia servillei",1
"Cofr",2019-04-07,1,"Hydaticus bimarginatus",1
"Cofr",2019-04-07,1,"Megalodacne fasciata",1
"Auca",2019-06-22,4,"Phileurus valgus",1
"Auca",2019-06-22,4,"Cybister fimbriolatus",2
"Auca",2019-06-22,4,"Callistethus marginatus",9
"Auca",2019-06-22,4,"Hydaticus bimarginatus",1
"Auca",2019-06-22,4,"Prosapia bicincta",1
"Prcr",2019-06-22,6,"Callistethus marginatus",1
"Joma",2019-06-02,1,"Callistethus marginatus",4
"Joma",2019-06-02,1,"Prionus pocularis",1
"Bowa",2019-06-15,1,"Pelidnota punctata",1
"Bowa",2019-06-15,1,"Prosapia bicincta",1
"Bowa",2019-06-15,1,"Cybister fimbriolatus",6
"Joma",2019-04-28,1,"None",1
"Bowa",2019-03-24,1,"Chauliodes rastricornis",1
"Joma",2019-06-02,3,"Callistethus marginatus",1
"Joma",2019-06-02,3,"Hydaticus bimarginatus",1
"Biva",2019-08-10,1,"Hydaticus bimarginatus",3
"Bowa",2019-04-14,1,"Chauliodes rastricornis",2
"Rist",2019-06-15,2,"Draeculacephala inscripta",12
"Rist",2019-06-15,2,"Prosapia bicincta",1
"Joma",2019-04-07,1,"Chauliodes rastricornis",5
"Auca",2019-04-07,1,"Chauliodes rastricornis",2
"Rist",2019-04-07,1,"Anomala innuba",11
"Auca",2019-04-14,1,"Necrophila americana",1
"Auca",2019-04-14,1,"Chauliodes rastricornis",3
"Auca",2019-04-14,1,"Draeculacephala inscripta",3
"Auca",2019-05-22,1,"Prosapia bicincta",20
"Auca",2019-05-22,1,"Callistethus marginatus",3
"Auca",2019-05-22,1,"Corydalus cornutus",1
"Auca",2019-05-22,1,"Harmonia axyridis",1
"Auca",2019-05-22,1,"Plecia nearctica",1
"Prcr",2019-04-14,1,"Plecia nearctica",1
"Prcr",2019-04-14,1,"Camponotus castaneus",1
"Prcr",2019-04-14,1,"Chauliodes rastricornis",1
"Prcr",2019-04-07,1,"Hydaticus bimarginatus",1
"Cofr",2019-09-11,1,"Hydaticus bimarginatus",1
"Rist",2020-01-26,1,"Chauliodes rastricornis",1
"Rist",2020-01-26,1,"Neoconocephalus triops",1
"Bowa",2019-10-26,1,"None",1
"Joma",2019-10-26,1,"Chauliodes rastricornis",1
"Cofr",2019-08-10,1,"Hydaticus bimarginatus",7
"Cofr",2019-08-10,1,"Acanalonia servillei",1
"Cofr",2019-08-10,1,"Callistethus marginatus",1
"Demi",2019-09-07,1,"Hydaticus bimarginatus",1
"Demi",2019-09-07,1,"Anomala innuba",1
"Demi",2019-10-20,1,"None",1
"Prcr",2019-08-10,1,"Prionus pocularis",1
"Prcr",2019-08-10,1,"Chauliodes rastricornis",1
"Prcr",2019-08-10,1,"Hydaticus bimarginatus",1
"Cofr",2019-09-07,1,"Hydaticus bimarginatus",1
"Auca",2019-08-31,1,"Anomala innuba",3
"Joma",2019-04-21,1,"None",1
"Auca",2019-09-09,2,"Hydaticus bimarginatus",2
"Auca",2019-09-09,2,"Prosapia bicincta",3
"Auca",2019-09-09,2,"Anomala innuba",2
"Bowa",2019-09-21,1,"Plecia nearctica",12
"Prcr",2019-09-07,1,"Chauliodes rastricornis",2
"Prcr",2019-09-07,1,"Prosapia bicincta",2
"Demi",2019-09-29,1,"Acanalonia servillei",5
"Demi",2019-09-29,1,"Plecia nearctica",6
"Rist",2019-09-07,1,"Plecia nearctica",5
"Rist",2019-09-07,1,"Prosapia bicincta",3
"Rist",2019-09-11,1,"Prosapia bicincta",2
"Rist",2019-09-11,1,"Hydaticus bimarginatus",1
"Rist",2019-09-11,1,"Chauliodes rastricornis",1
"Rist",2019-09-11,1,"Acanalonia servillei",1
"Rist",2019-09-11,1,"Plecia nearctica",3
"Demi",2019-10-26,1,"None",1
"Demi",2019-08-24,1,"Pelidnota punctata",1
"Demi",2019-08-24,1,"Megalodacne fasciata",1
"Biva",2019-09-28,1,"Prosapia bicincta",2
"Biva",2019-09-28,1,"Hydaticus bimarginatus",1
"Prcr",2019-09-11,1,"Hydaticus bimarginatus",3
"Prcr",2019-09-11,1,"Plecia nearctica",1
"Auca",2019-09-11,1,"Chauliodes rastricornis",1
"Auca",2019-09-11,1,"Prosapia bicincta",1
"Auca",2019-09-11,1,"Hydaticus bimarginatus",1
"Cofr",2019-10-05,1,"Cybister fimbriolatus",1
"Cofr",2019-10-05,1,"Prosapia bicincta",1
"Prcr",2019-09-07,1,"Chauliodes rastricornis",1
"Prcr",2019-09-07,1,"Prosapia bicincta",3
"Joma",2019-09-11,1,"Chauliodes rastricornis",3
"Cofr",2019-03-10,1,"None",1
"Joma",2019-03-31,1,"Plecia nearctica",1
"Baca",2019-04-14,1,"Hydaticus bimarginatus",1
"Cofr",2019-03-24,1,"Anomala innuba",1
"Joma",2019-03-10,1,"Chauliodes rastricornis",1
"Cofr",2019-03-16,1,"None",1
"Baca",2019-03-16,1,"Anomala innuba",2
"Baca",2019-03-10,1,"None",1
"Demi",2019-03-24,1,"None",1
"Rist",2019-05-11,3,"None",1
"Baca",2019-04-07,1,"None",1
"Prcr",2019-04-21,1,"None",1
"Baca",2019-04-28,1,"None",1
"Prcr",2019-03-16,1,"Chauliodes rastricornis",1
"Prcr",2019-03-24,1,"Chauliodes rastricornis",1
"Baca",2019-03-16,1,"Anomala innuba",8
"Auca",2019-03-16,1,"Chauliodes rastricornis",2
"Auca",2019-03-16,1,"Anomala innuba",1
"Prcr",2019-03-10,1,"Chauliodes rastricornis",1
"Prcr",2019-03-10,1,"Hydaticus bimarginatus",1
"Biva",2019-03-10,1,"Anomala innuba",1
"Biva",2019-03-10,1,"Hydrophlus ovatus",1
"Biva",2019-03-24,1,"None",1
"Joma",2019-09-07,1,"Chauliodes rastricornis",1
"Baca",2019-09-07,1,"None",1
"Biva",2019-09-07,1,"Megalodacne fasciata",1
"Biva",2019-09-07,1,"Plecia nearctica",4
"Biva",2019-09-07,1,"Prosapia bicincta",4
"Rist",2019-09-07,2,"Camponotus floridanus",2
"Auca",2019-04-28,1,"None",1
"Rist",2019-03-31,1,"Anomala innuba",28
"Biva",2019-04-14,1,"Hydaticus bimarginatus",1
"Joma",2019-08-24,1,"Anomala innuba",3
"Joma",2019-08-24,1,"Prosapia bicincta",1
"Joma",2019-08-24,1,"Hydaticus bimarginatus",2
"Baca",2019-04-21,1,"None",1
"Cofr",2019-08-24,2,"Dicomatispa interrupta",1
"Cofr",2019-08-24,2,"Camponotus floridanus",1
"Bowa",2019-08-24,1,"Prosapia bicincta",15
"Bowa",2019-08-24,1,"Camponotus floridanus",2
"Bowa",2019-08-24,1,"Camponotus castaneus",1
"Prcr",2019-04-28,1,"None",1
"Demi",2019-05-11,1,"Pelidnota punctata",1
"Demi",2019-05-11,1,"Prosapia bicincta",2
"Demi",2019-05-11,1,"Plecia nearctica",6
"Demi",2019-05-11,1,"Hydaticus bimarginatus",1
"Demi",2019-05-11,1,"Callistethus marginatus",1
"Auca",2019-03-31,1,"Melanolestes picipes",2
"Auca",2019-03-31,1,"Chauliodes rastricornis",3
"Biva",2019-03-31,1,"Chauliodes rastricornis",1
"Rist",2019-04-28,1,"Dichotomius carolinus",1
"Baca",2019-08-24,1,"Blattella asahinai",1
"Bowa",2019-03-16,1,"None",1
"Bowa",2019-03-31,1,"Phileurus valgus",1
"Bowa",2019-03-31,1,"Chauliodes rastricornis",1
